StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_17_TEXT,Q2,Q2_6_TEXT,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q7,Q7_10_TEXT,Q8_1,Q19_1,Q11_1,Q12,Q12
2026-02-17 15:06:49,2026-02-17 15:14:37,0,69.196.47.193,100,468,1,2026-02-17 15:14:37,R_6KphTUoetNEEf9v,,,,,32.8595,-117.2124,anonymous,EN,7,,3,,1,1,20,,,,"1,5,7",,9,5,904,3,3
2026-02-17 15:11:38,2026-02-17 15:14:39,0,128.54.24.128,100,181,1,2026-02-17 15:14:39,R_35tTAxK4IkuhCcV,,,,,32.8595,-117.2124,anonymous,EN,17,Sociology,4,,1,1,7,,,,"1,4,6,8",,5,4,244,3,4
2026-02-17 15:13:15,2026-02-17 15:14:59,0,69.196.44.18,100,104,1,2026-02-17 15:15:00,R_5O795kPQxOcmVLX,,,,,32.8595,-117.2124,anonymous,EN,11,,4,,1,1,30,,,,"1,6,7",,4,4,493,5,5
2026-02-17 15:22:32,2026-02-17 15:24:30,0,128.54.28.118,100,118,1,2026-02-17 15:24:30,R_3d4RHjc3x9HRTQE,,,,,32.8595,-117.2124,anonymous,EN,3,,3,,1,"1,2",1,3,,,"1,6",,7,9,601,3,2
2026-02-17 15:28:31,2026-02-17 15:29:53,0,169.228.77.4,100,81,1,2026-02-17 15:29:54,R_7Ev7lebqOJIrP1M,,,,,33.8495,-118.0084,anonymous,EN,7,,3,,1,"1,2,3",100,20,0,,"1,2,3,4,5,6,7,8",,4,4,204,3,4
2026-02-17 15:51:53,2026-02-17 15:53:19,0,174.195.130.108,100,86,1,2026-02-17 15:53:20,R_3wBsAnqVq2LW6NQ,,,,,34.0772,-117.4506,anonymous,EN,8,,4,,1,1,1,,,,"3,6",,6,8,278,2,4
2026-02-17 15:58:54,2026-02-17 15:59:50,0,107.132.34.141,100,56,1,2026-02-17 15:59:51,R_6pLJUVOeK7MAvn8,,,,,32.8595,-117.2124,anonymous,EN,1,,4,,1,"1,2,3",10,700,50,,"1,2,3,4,5,6,7,8,9",,8,10,414,5,4
2026-02-17 18:58:48,2026-02-17 18:59:09,0,174.195.196.246,100,21,1,2026-02-17 18:59:09,R_6QVOGwLbpivCPI4,,,,,33.9249,-117.4592,anonymous,EN,17,History,3,,2,,,,,,,,,,,,
2026-02-17 14:02:37,2026-02-17 19:39:12,0,73.48.164.68,100,20195,1,2026-02-17 19:39:12,R_3LRsa8Gck88C0Vd,,,,,38.5347,-121.4442,anonymous,EN,17,"Visual Arts, Media",4,,1,1,15,,,,"2,4,8,9",,1,2,641,4,6
2026-02-17 19:53:53,2026-02-17 19:55:06,0,73.151.68.64,100,73,1,2026-02-17 19:55:06,R_3NjaYVvg28gOCxb,,,,,38.4063,-121.4287,anonymous,EN,8,,3,,1,1,"20 ",,,,"1,2,3,4,5,6,7,8,9",,2,5,526,5,2
2026-02-17 23:53:59,2026-02-17 23:59:23,0,66.75.248.82,100,323,1,2026-02-17 23:59:23,R_7xE85rvt9Wjn7gu,,,,,32.8425,-117.2484,anonymous,EN,7,,3,,1,1,8,,,,"1,4,5,6",,8,5,400,4,6
2026-02-18 12:58:27,2026-02-18 12:58:39,0,128.54.179.176,100,11,1,2026-02-18 12:58:40,R_7JgaVcWh2ZvyeMj,,,,,32.8509,-117.2722,anonymous,EN,3,,1,,2,,,,,,,,,,,,
2026-02-18 13:02:58,2026-02-18 13:04:51,0,128.54.129.42,100,113,1,2026-02-18 13:04:52,R_17g2sQcGklccrz9,,,,,32.8509,-117.2722,anonymous,EN,17,Sociology,2,,1,1,3,,,,"1,7",,4,3,519,4,4
2026-02-18 13:04:30,2026-02-18 13:05:28,0,137.110.74.112,100,58,1,2026-02-18 13:05:29,R_1bPPUzNoSu4bQbq,,,,,32.8595,-117.2124,anonymous,EN,1,,1,,1,"1,2,3",3938,29282828,19929282727327727282828282,,"1,2,3,4,5,6,7,8,9",,10,1,307,5,5
2026-02-18 13:09:29,2026-02-18 13:10:37,0,128.54.154.220,100,67,1,2026-02-18 13:10:37,R_3MLlNXQg2Ag2Kw5,,,,,33.9576,-118.267,anonymous,EN,3,,3,,1,1,2,,,,1,,5,10,535,4,4
2026-02-18 14:24:58,2026-02-18 14:25:56,0,169.228.161.66,100,58,1,2026-02-18 14:25:57,R_3MoiaZPJXGnWXCW,,,,,32.9511,-117.2241,anonymous,EN,3,,4,,1,3,,,3,,"1,3,4,6",,5,10,478,4,6
2026-02-18 15:05:45,2026-02-18 15:07:57,0,107.77.230.150,100,131,1,2026-02-18 15:07:57,R_6jMRrgWs5X4y0wW,,,,,34.0544,-118.244,anonymous,EN,17,Environmental Systems,2,,1,1,5,,,,"1,4,7",,5,3,784,3,3
2026-02-18 15:15:36,2026-02-18 15:16:43,0,128.54.236.177,100,66,1,2026-02-18 15:16:43,R_3gYqLIAT4pecxNz,,,,,32.8509,-117.2722,anonymous,EN,3,,1,,1,"1,2",2,2,,,"1,6,7",,10,10,681,4,6
2026-02-18 16:43:00,2026-02-18 16:43:15,0,128.54.188.32,100,15,1,2026-02-18 16:43:16,R_70eFxbNyropXb2j,,,,,32.8509,-117.2722,anonymous,EN,11,,2,,2,,,,,,,,,,,,
2026-02-18 19:12:39,2026-02-18 19:13:45,0,75.80.51.46,100,66,1,2026-02-18 19:13:46,R_72SQB797BV5iuIh,,,,,32.8425,-117.2484,anonymous,EN,17,Public Health,3,,1,1,12,,,,"1,3,4",,8,5,523,2,3
2026-02-18 20:22:37,2026-02-18 20:22:53,0,68.5.188.158,100,15,1,2026-02-18 20:22:54,R_3mLZxrDZ7RhvJpn,,,,,33.5679,-117.7046,anonymous,EN,9,,3,,2,,,,,,,,,,,,
2026-02-18 23:02:22,2026-02-18 23:05:57,0,128.54.253.98,100,215,1,2026-02-18 23:05:58,R_6LXrR06cN6dKcaP,,,,,34.0286,-117.8103,anonymous,EN,17,,3,,1,"1,2",4,2,,,"1,5,7",,8,8,903,4,2
2026-02-19 01:28:06,2026-02-19 01:30:13,0,128.54.253.212,100,127,1,2026-02-19 01:30:13,R_3zj4NmjWhhb3Dwn,,,,,34.0286,-117.8103,anonymous,EN,1,,2,,1,"1,2",50,5,,,"1,3,4,5,6,7,8",,5,10,276,2,4
2026-02-19 02:39:42,2026-02-19 02:41:07,0,68.101.174.26,100,84,1,2026-02-19 02:41:07,R_5xdok4yjtU95lBv,,,,,32.6387,-117.0801,anonymous,EN,3,,3,,1,1,70,,,,"1,2,3,4,6",,3,2,592,2,5
2026-02-19 10:33:30,2026-02-19 10:33:52,0,128.54.6.58,100,22,1,2026-02-19 10:33:52,R_5C4kUJ68Y2EMmad,,,,,32.8595,-117.2124,anonymous,EN,14,,2,,2,,,,,,,,,,,,
2026-02-17 14:13:50,2026-02-19 14:08:58,0,69.196.47.85,100,172508,1,2026-02-19 14:08:59,R_7P4EMOk5fnEZOTh,,,,,32.8595,-117.2124,anonymous,EN,3,,4,,2,,,,,,,,,,,,
2026-02-12 14:45:43,2026-02-12 14:45:48,0,137.110.82.221,7,4,0,2026-02-19 14:45:49,R_1XMD2Hk19qkdXGx,,,,,32.9511,-117.2241,qr,EN,,,,,,,,,,,,,,,,,
2026-02-12 14:55:22,2026-02-12 14:55:27,0,137.110.82.221,7,4,0,2026-02-19 14:55:33,R_1eMRhh5MdT2q27D,,,,,32.9511,-117.2241,qr,EN,,,,,,,,,,,,,,,,,
2026-02-12 15:03:28,2026-02-12 15:03:32,0,128.54.14.18,7,4,0,2026-02-19 15:03:33,R_1ovlxa9x0ADpXoJ,,,,,32.8595,-117.2124,qr,EN,,,,,,,,,,,,,,,,,
2026-02-20 11:32:45,2026-02-20 11:36:11,0,128.54.5.65,100,205,1,2026-02-20 11:36:11,R_7RReyGv21ex0BfY,,,,,32.8595,-117.2124,qr,EN,2,,4,,1,"1,2,3",50,2,4i,,"1,2,4,5,7",,1,0,0,2,4
2026-02-21 16:50:16,2026-02-21 16:50:40,0,104.177.116.59,100,24,1,2026-02-21 16:50:40,R_3gu8L7cpTzWRQu5,,,,,32.8595,-117.2124,anonymous,EN,3,,3,,2,,,,,,,,,,,,
2026-02-23 11:03:04,2026-02-23 11:03:17,0,128.54.1.168,100,13,1,2026-02-23 11:03:18,R_7jVcg1VbzoyRZBK,,,,,32.8595,-117.2124,qr,EN,7,,4,,2,,,,,,,,,,,,
2026-02-23 11:02:54,2026-02-23 11:04:12,0,128.54.29.168,100,78,1,2026-02-23 11:04:12,R_307OLq93BubV0YL,,,,,32.8595,-117.2124,qr,EN,17,Political Science,4,,1,"1,2",10,5,,,"3,5",,8,3,555,3,5
2026-02-23 11:03:03,2026-02-23 11:04:24,0,128.54.49.91,100,81,1,2026-02-23 11:04:25,R_6phZb6PveHg7ohb,,,,,32.8595,-117.2124,qr,EN,11,,2,,1,"2,3",,20,20,,"1,2,5,7",,5,10,403,4,6
2026-02-23 11:02:55,2026-02-23 11:05:34,0,128.54.25.25,100,159,1,2026-02-23 11:05:35,R_3FLFr59B7AnpUi3,,,,,32.8595,-117.2124,qr,EN,7,,3,,1,1,10,,,,"1,5,7",,7,5,506,3,6
2026-02-23 11:05:18,2026-02-23 11:07:53,0,128.54.13.236,100,155,1,2026-02-23 11:07:54,R_6PQdhMELQ0KbfX3,,,,,32.8595,-117.2124,qr,EN,"7,8",,3,,1,"1,2",50,50,,,"1,2,5,8",,7,10,585,2,3
2026-02-23 11:02:43,2026-02-23 11:08:03,0,207.213.53.37,100,320,1,2026-02-23 11:08:03,R_3CZWWP2tvLmxgn7,,,,,32.7104,-117.0528,qr,EN,11,,3,,1,"1,2",50,200,,,"1,3,5,6,7,9",,8,9,656,4,6
2026-02-23 11:02:57,2026-02-23 11:11:53,0,128.54.4.152,100,535,1,2026-02-23 11:11:53,R_7odqEknfejVuW6A,,,,,32.7994,-117.1686,qr,EN,7,,2,,1,"1,2",10,20,,,"1,3,4,5,6",,10,10,1000,4,6
2026-02-23 11:04:34,2026-02-23 11:32:56,0,172.56.182.201,100,1701,1,2026-02-23 11:32:56,R_6My8uQfytkdXpJp,,,,,32.8003,-117.2438,qr,EN,2,,3,,1,"1,3",20,,5,,"1,3,5,7",,4,3,255,3,3
2026-02-23 12:56:14,2026-02-23 12:58:08,0,128.54.210.91,100,114,1,2026-02-23 12:58:08,R_1qsXh8EFgi26KYC,,,,,32.8509,-117.2722,qr,EN,17,economics,4,,1,1,100,,,,"1,4,5,6,7",,2,5,369,3,5
2026-02-23 13:03:32,2026-02-23 13:04:27,0,128.54.134.36,100,54,1,2026-02-23 13:04:27,R_5XgI7gbIWVshrkK,,,,,34.0286,-117.8103,anonymous,EN,17,ESYS Earth Science,2,,2,,,,,,,,,,,,
2026-02-23 13:02:00,2026-02-23 13:05:27,0,169.228.143.19,100,207,1,2026-02-23 13:05:27,R_6QumpgJiYDfofsh,,,,,32.7638,-117.07,anonymous,EN,8,,4,,1,"1,2",40,20,,,"2,4,5",,5,5,744,5,3
2026-02-23 13:05:11,2026-02-23 13:05:56,0,137.110.72.35,100,45,1,2026-02-23 13:05:57,R_5DNs2qWbbMtdr69,,,,,32.8595,-117.2124,qr,EN,14,,4,,2,,,,,,,,,,,,
2026-02-23 13:06:36,2026-02-23 13:08:38,0,137.110.72.35,100,121,1,2026-02-23 13:08:38,R_5SyWbrV3EzpjwJj,,,,,32.8595,-117.2124,qr,EN,4,,2,,1,"1,2,3",2,100,73,,"2,4,6,8,9",,3,5,691,5,1
2026-02-23 13:08:08,2026-02-23 13:10:13,0,128.54.201.41,100,124,1,2026-02-23 13:10:13,R_13vz9RGKxT1fGRg,,,,,32.8509,-117.2722,anonymous,EN,3,,3,,1,,,,,,"3,4,6",,4,8,636,3,4
2026-02-23 13:24:49,2026-02-23 13:27:16,0,99.40.48.74,100,146,1,2026-02-23 13:27:16,R_7uCzS9aaH6b23VJ,,,,,32.7967,-117.1367,anonymous,EN,14,,3,,1,"1,2,3",20,20,40,,"2,7",,3,2,47,5,4
2026-02-23 13:56:06,2026-02-23 13:58:14,0,137.110.68.56,100,127,1,2026-02-23 13:58:14,R_7VBBQApIJJqeMQR,,,,,32.8595,-117.2124,anonymous,EN,14,,1,,1,"1,2",1,20,,,"1,3,4,7",,10,5,615,4,3
2026-02-23 13:54:58,2026-02-23 13:58:14,0,137.110.44.70,100,196,1,2026-02-23 13:58:15,R_7XjmAppSpTvlpG4,,,,,32.8595,-117.2124,anonymous,EN,8,,1,,1,1,2,,,,"7,10",Literally just math. i dislike chatgpt and other generative ais greatly but i do think it's useful for math,8,8,755,4,6
2026-02-23 15:03:22,2026-02-23 15:06:10,0,137.110.44.146,100,167,1,2026-02-23 15:06:10,R_63m7ckB54pSBsTj,,,,,32.8595,-117.2124,qr,EN,7,,2,,1,"1,2",10,1,,,"1,2,3,4,5",,1,10,325,5,6
2026-02-23 15:03:20,2026-02-23 15:08:46,0,137.110.202.208,100,326,1,2026-02-23 15:08:47,R_6CBzILi3Aucu6vy,,,,,32.8595,-117.2124,qr,EN,"11,16",,3,,2,,,,,,,,,,,,
2026-02-23 16:12:54,2026-02-23 16:14:01,0,128.54.176.243,100,67,1,2026-02-23 16:14:02,R_3hyY3DLUsmDbOii,,,,,32.8509,-117.2722,qr,EN,3,,3,,1,1,20,,,,"1,2,4,6,7,8",,5,10,755,4,3
2026-02-23 17:15:34,2026-02-23 17:15:44,0,128.54.0.132,100,9,1,2026-02-23 17:15:44,R_5PEMOW99lFuXkXP,,,,,32.8595,-117.2124,qr,EN,2,,5,,2,,,,,,,,,,,,
2026-02-23 17:17:02,2026-02-23 17:17:25,0,137.110.48.78,100,23,1,2026-02-23 17:17:25,R_3YhV3Cp90nxgeMj,,,,,32.8509,-117.2722,qr,EN,7,,4,,2,,,,,,,,,,,,
2026-02-23 18:45:16,2026-02-23 18:58:00,0,69.196.40.52,100,764,1,2026-02-23 18:58:01,R_1o7SGbLIWUgbvka,,,,,32.8595,-117.2124,anonymous,EN,2,,3,,1,,,,,,"1,3,5,6,7",,10,2,806,1,4
2026-02-23 22:29:05,2026-02-23 22:29:45,0,128.54.158.254,100,39,1,2026-02-23 22:29:46,R_72E2qR8Kv1grCnw,,,,,33.816,-117.9692,anonymous,EN,3,,2,,2,,,,,,,,,,,,
2026-02-17 13:39:31,2026-02-17 13:39:59,0,99.21.195.241,7,28,0,2026-02-24 13:40:01,R_1JI87eUcG2lEmcM,,,,,32.7405,-117.0935,qr,EN,,,,,,,,,,,,,,,,,
2026-02-17 13:54:44,2026-02-17 13:54:46,0,137.110.80.102,7,2,0,2026-02-24 13:54:49,R_14m0b9GNVCFYSxb,,,,,32.9511,-117.2241,qr,EN,,,,,,,,,,,,,,,,,
2026-02-17 14:00:51,2026-02-17 14:00:53,0,137.110.201.216,8,1,0,2026-02-24 14:00:55,R_1BllokAOkYVxOcV,,,,,32.8595,-117.2124,qr,EN,,,,,,,,,,,,,,,,,
2026-02-17 14:01:00,2026-02-17 14:01:03,0,137.110.94.107,8,3,0,2026-02-24 14:01:05,R_1MA6ftFOpAhjGuE,,,,,32.8595,-117.2124,qr,EN,,,,,,,,,,,,,,,,,
2026-02-17 14:01:34,2026-02-17 14:01:36,0,137.110.47.250,8,1,0,2026-02-24 14:01:41,R_1f7MMze46phUbqA,,,,,32.8595,-117.2124,qr,EN,,,,,,,,,,,,,,,,,
2026-02-17 15:11:31,2026-02-17 15:12:27,0,69.196.46.139,54,56,0,2026-02-24 15:12:34,R_1f6OuYnnKMXKS8Y,,,,,32.8595,-117.2124,anonymous,EN,8,,4,,1,1,idk,,,,"1,2,3,4,6,8",,,,,,
2026-02-17 15:29:50,2026-02-17 15:29:56,0,69.196.46.172,8,6,0,2026-02-24 15:29:57,R_6Brs58PzsHo0R9C,,,,,32.8595,-117.2124,anonymous,EN,,,,,,,,,,,,,,,,,
2026-02-17 15:47:04,2026-02-17 15:50:26,0,137.110.45.220,54,201,0,2026-02-24 15:50:41,R_731yrKZ7H3Dc8Qw,,,,,32.8595,-117.2124,anonymous,EN,8,,4,,1,1,Maybe 1,,,,"3,6",,,,,,
2026-02-17 16:00:48,2026-02-17 16:01:23,0,207.213.21.53,38,35,0,2026-02-24 16:01:33,R_6Huex50zaGqbIAL,,,,,32.7405,-117.0935,anonymous,EN,4,,1,,1,1,,,,,,,,,,,
2026-02-17 19:21:49,2026-02-17 19:21:53,0,67.172.181.138,8,3,0,2026-02-24 19:21:57,R_3eE2dY4ofoFmMIa,,,,,38.4207,-121.3623,anonymous,EN,,,,,,,,,,,,,,,,,
2026-02-17 20:15:10,2026-02-17 20:15:14,0,128.54.190.14,8,3,0,2026-02-24 20:15:14,R_3GPwRRuMElijMuL,,,,,33.9576,-118.267,anonymous,EN,,,,,,,,,,,,,,,,,
2026-02-17 20:36:33,2026-02-17 20:36:34,0,73.48.164.68,8,1,0,2026-02-24 20:36:35,R_5fdGHe3uTwOpqLV,,,,,38.4063,-121.4287,anonymous,EN,,,,,,,,,,,,,,,,,
2026-02-18 13:00:54,2026-02-18 13:01:09,0,216.77.46.114,38,14,0,2026-02-25 13:05:08,R_7LjrR9yTDx4u7my,,,,,32.7097,-117.1228,anonymous,EN,2,,3,,1,2,,,,,,,,,,,
2026-02-18 13:01:35,2026-02-18 13:02:21,0,137.110.201.234,8,45,0,2026-02-25 13:06:04,R_7jwSBB1ZvQ9XOxm,,,,,32.8595,-117.2124,anonymous,EN,,,,,,,,,,,,,,,,,
2026-02-25 13:48:18,2026-02-25 13:50:25,0,172.59.144.66,100,126,1,2026-02-25 13:50:26,R_7FPmWzKOrZkHzo1,,,,,37.9593,-121.2619,qr,EN,11,,3,,1,1,,,,,"1,3,5,7",,2,3,450,4,6
2026-02-18 14:25:07,2026-02-18 14:25:57,0,137.110.96.181,54,50,0,2026-02-25 14:26:11,R_3xKNRBrmVPnxopX,,,,,32.9167,-117.0903,anonymous,EN,17,Environmental Systems,2,,1,,,,,,"1,7",,,,,,
2026-02-18 20:17:38,2026-02-18 20:18:51,0,104.185.191.120,54,73,0,2026-02-25 20:19:00,R_1KDCZtM7sEMuhA5,,,,,32.7173,-117.157,anonymous,EN,17,Visual arts,3,,1,2,,4,,,"6,8",,,,,,
2026-02-19 13:33:05,2026-02-19 13:34:13,0,216.77.46.36,54,67,0,2026-02-26 13:34:13,R_11Z3knBLNb1D5FP,,,,,32.7097,-117.1228,anonymous,EN,16,,4,,1,1,15,,,,"1,4,7",,,,,,
2026-02-19 13:44:19,2026-02-19 13:49:45,0,69.196.35.68,38,326,0,2026-02-26 13:49:47,R_5uCJ2AXYBjk9wkc,,,,,32.8595,-117.2124,anonymous,EN,1,,3,,1,1,,,,,,,,,,,
